season,date,local_time,stage,home_team,away_team,ft_home_goals,ft_away_goals,ht_home_goals,ht_away_goals,ft_result
2018-19,2018-11-27,18:55,Group E,AEK Athen,AFC Ajax,0,2,0,0,A
2018-19,2018-11-27,21:00,Group E,Bayern München,SL Benfica,5,1,3,0,H
2018-19,2018-12-12,21:00,Group E,AFC Ajax,Bayern München,3,3,0,1,D
2018-19,2018-12-12,,Group E,SL Benfica,AEK Athen,1,0,0,0,H
2018-19,2018-09-19,18:55,Group F,Shakhtar Donetsk,1899 Hoffenheim,2,2,1,2,D
2018-19,2018-09-19,21:00,Group F,Manchester City,Olympique Lyonnais,1,2,0,2,A
2018-19,2018-10-02,18:55,Group F,1899 Hoffenheim,Manchester City,1,2,1,1,A
2018-19,2018-10-02,21:00,Group F,Olympique Lyonnais,Shakhtar Donetsk,2,2,0,1,D
2018-19,2018-10-23,21:00,Group F,Shakhtar Donetsk,Manchester City,0,3,0,2,A
2018-19,2018-10-23,,Group F,1899 Hoffenheim,Olympique Lyonnais,3,3,1,1,D
2018-19,2018-11-07,21:00,Group F,Manchester City,Shakhtar Donetsk,6,0,2,0,H
2018-19,2018-11-07,,Group F,Olympique Lyonnais,1899 Hoffenheim,2,2,2,0,D
2018-19,2018-11-27,21:00,Group F,Olympique Lyonnais,Manchester City,2,2,0,0,D
2018-19,2018-11-27,,Group F,1899 Hoffenheim,Shakhtar Donetsk,2,3,2,2,A
2018-19,2018-12-12,21:00,Group F,Shakhtar Donetsk,Olympique Lyonnais,1,1,1,0,D
2018-19,2018-12-12,,Group F,Manchester City,1899 Hoffenheim,2,1,1,1,H
2018-19,2018-09-19,21:00,Group G,Real Madrid,AS Roma,3,0,1,0,H
2018-19,2018-09-19,,Group G,Viktoria Plzeň,CSKA Moskva,2,2,2,0,D
2018-19,2018-10-02,21:00,Group G,CSKA Moskva,Real Madrid,1,0,1,0,H
2018-19,2018-10-02,,Group G,AS Roma,Viktoria Plzeň,5,0,2,0,H
2018-19,2018-10-23,21:00,Group G,AS Roma,CSKA Moskva,3,0,2,0,H
2018-19,2018-10-23,,Group G,Real Madrid,Viktoria Plzeň,2,1,1,0,H
2018-19,2018-11-07,18:55,Group G,CSKA Moskva,AS Roma,1,2,0,1,A
2018-19,2018-11-07,21:00,Group G,Viktoria Plzeň,Real Madrid,0,5,0,4,A
2018-19,2018-11-27,18:55,Group G,CSKA Moskva,Viktoria Plzeň,1,2,1,0,A
2018-19,2018-11-27,21:00,Group G,AS Roma,Real Madrid,0,2,0,0,A
2018-19,2018-12-12,18:55,Group G,Real Madrid,CSKA Moskva,0,3,0,2,A
2018-19,2018-12-12,,Group G,Viktoria Plzeň,AS Roma,2,1,0,0,H
2018-19,2018-09-19,21:00,Group H,Valencia CF,Juventus,0,2,0,1,A
2018-19,2018-09-19,,Group H,BSC Young Boys,Manchester United,0,3,0,2,A
2018-19,2018-10-02,18:55,Group H,Juventus,BSC Young Boys,3,0,2,0,H
2018-19,2018-10-02,21:00,Group H,Manchester United,Valencia CF,0,0,,,D
2018-19,2018-10-23,18:55,Group H,BSC Young Boys,Valencia CF,1,1,0,1,D
2018-19,2018-10-23,21:00,Group H,Manchester United,Juventus,0,1,0,1,A
2018-19,2018-11-07,18:55,Group H,Valencia CF,BSC Young Boys,3,1,2,1,H
2018-19,2018-11-07,21:00,Group H,Juventus,Manchester United,1,2,0,0,A
2018-19,2018-11-27,21:00,Group H,Juventus,Valencia CF,1,0,0,0,H
2018-19,2018-11-27,,Group H,Manchester United,BSC Young Boys,1,0,0,0,H
2018-19,2018-12-12,21:00,Group H,Valencia CF,Manchester United,2,1,1,0,H
2018-19,2018-12-12,,Group H,BSC Young Boys,Juventus,2,1,1,0,H
2018-19,2019-02-12,21:00,Round of 16,Manchester United,Paris Saint-Germain,0,2,0,0,A
2018-19,2019-02-12,,Round of 16,AS Roma,FC Porto,2,1,0,0,H
2018-19,2019-02-13,21:00,Round of 16,Tottenham Hotspur,Borussia Dortmund,3,0,0,0,H
2018-19,2019-02-13,,Round of 16,AFC Ajax,Real Madrid,1,2,0,0,A
2018-19,2019-02-19,21:00,Round of 16,Olympique Lyonnais,FC Barcelona,0,0,,,D
2018-19,2019-02-19,,Round of 16,Liverpool FC,Bayern München,0,0,,,D
2018-19,2019-02-20,21:00,Round of 16,FC Schalke 04,Manchester City,2,3,2,1,A
2018-19,2019-02-20,,Round of 16,Atlético Madrid,Juventus,2,0,0,0,H
2018-19,2019-03-05,21:00,Round of 16,Borussia Dortmund,Tottenham Hotspur,0,1,0,0,A
2018-19,2019-03-05,,Round of 16,Real Madrid,AFC Ajax,1,4,0,2,A
2018-19,2019-03-06,21:00,Round of 16,Paris Saint-Germain,Manchester United,1,3,1,2,A
2018-19,2019-03-06,,Round of 16,FC Porto,AS Roma,2,1,1,1,H
2018-19,2019-03-12,21:00,Round of 16,Manchester City,FC Schalke 04,7,0,3,0,H
2018-19,2019-03-12,,Round of 16,Juventus,Atlético Madrid,3,0,1,0,H
2018-19,2019-03-13,21:00,Round of 16,FC Barcelona,Olympique Lyonnais,5,1,2,0,H
2018-19,2019-03-13,,Round of 16,Bayern München,Liverpool FC,1,3,1,1,A
2018-19,2019-04-09,21:00,Quarterfinals,Liverpool FC,FC Porto,2,0,2,0,H
2018-19,2019-04-09,,Quarterfinals,Tottenham Hotspur,Manchester City,1,0,0,0,H
2018-19,2019-04-10,21:00,Quarterfinals,AFC Ajax,Juventus,1,1,0,1,D
2018-19,2019-04-10,,Quarterfinals,Manchester United,FC Barcelona,0,1,0,1,A
2018-19,2019-04-16,21:00,Quarterfinals,Juventus,AFC Ajax,1,2,1,1,A
2018-19,2019-04-16,,Quarterfinals,FC Barcelona,Manchester United,3,0,2,0,H
2018-19,2019-04-17,21:00,Quarterfinals,FC Porto,Liverpool FC,1,4,0,1,A
2018-19,2019-04-17,,Quarterfinals,Manchester City,Tottenham Hotspur,4,3,3,2,H
2018-19,2019-04-30,21:00,Semifinals,Tottenham Hotspur,AFC Ajax,0,1,0,1,A
2018-19,2019-05-01,21:00,Semifinals,FC Barcelona,Liverpool FC,3,0,1,0,H
2018-19,2019-05-07,21:00,Semifinals,Liverpool FC,FC Barcelona,4,0,1,0,H
2018-19,2019-05-08,21:00,Semifinals,AFC Ajax,Tottenham Hotspur,2,3,2,0,A
2018-19,2019-06-01,21:00,Final,Tottenham Hotspur,Liverpool FC,0,2,0,1,A
2019-20,2019-09-18,18:55,Group A,Club Brugge KV,Galatasaray,0,0,,,D
2019-20,2019-09-18,21:00,Group A,Paris Saint-Germain,Real Madrid,3,0,2,0,H
2019-20,2019-10-01,18:55,Group A,Real Madrid,Club Brugge KV,2,2,0,2,D
2019-20,2019-10-01,21:00,Group A,Galatasaray,Paris Saint-Germain,0,1,0,0,A
2019-20,2019-10-22,21:00,Group A,Club Brugge KV,Paris Saint-Germain,0,5,0,1,A
2019-20,2019-10-22,,Group A,Galatasaray,Real Madrid,0,1,0,1,A
2019-20,2019-11-06,21:00,Group A,Paris Saint-Germain,Club Brugge KV,1,0,1,0,H
2019-20,2019-11-06,,Group A,Real Madrid,Galatasaray,6,0,4,0,H
2019-20,2019-11-26,18:55,Group A,Galatasaray,Club Brugge KV,1,1,1,0,D
2019-20,2019-11-26,21:00,Group A,Real Madrid,Paris Saint-Germain,2,2,1,0,D
2019-20,2019-12-11,21:00,Group A,Paris Saint-Germain,Galatasaray,5,0,2,0,H
2019-20,2019-12-11,,Group A,Club Brugge KV,Real Madrid,1,3,0,0,A
2019-20,2019-09-18,18:55,Group B,Olympiakos Piraeus,Tottenham Hotspur,2,2,1,2,D
2019-20,2019-09-18,21:00,Group B,Bayern München,Crvena Zvezda,3,0,1,0,H
2019-20,2019-10-01,21:00,Group B,Tottenham Hotspur,Bayern München,2,7,1,2,A
2019-20,2019-10-01,,Group B,Crvena Zvezda,Olympiakos Piraeus,3,1,0,1,H
2019-20,2019-10-22,21:00,Group B,Tottenham Hotspur,Crvena Zvezda,5,0,3,0,H
2019-20,2019-10-22,,Group B,Olympiakos Piraeus,Bayern München,2,3,1,1,A
2019-20,2019-11-06,18:55,Group B,Bayern München,Olympiakos Piraeus,2,0,0,0,H
2019-20,2019-11-06,21:00,Group B,Crvena Zvezda,Tottenham Hotspur,0,4,0,1,A
2019-20,2019-11-26,21:00,Group B,Tottenham Hotspur,Olympiakos Piraeus,4,2,1,2,H
2019-20,2019-11-26,,Group B,Crvena Zvezda,Bayern München,0,6,0,1,A
2019-20,2019-12-11,21:00,Group B,Bayern München,Tottenham Hotspur,3,1,2,1,H
2019-20,2019-12-11,,Group B,Olympiakos Piraeus,Crvena Zvezda,1,0,0,0,H
2019-20,2019-09-18,21:00,Group C,Shakhtar Donetsk,Manchester City,0,3,0,2,A
2019-20,2019-09-18,,Group C,Dinamo Zagreb,Atalanta,4,0,3,0,H
2019-20,2019-10-01,18:55,Group C,Atalanta,Shakhtar Donetsk,1,2,1,1,A
2019-20,2019-10-01,21:00,Group C,Manchester City,Dinamo Zagreb,2,0,0,0,H
2019-20,2019-10-22,18:55,Group C,Shakhtar Donetsk,Dinamo Zagreb,2,2,1,1,D
2019-20,2019-10-22,21:00,Group C,Manchester City,Atalanta,5,1,2,1,H
2019-20,2019-11-06,21:00,Group C,Dinamo Zagreb,Shakhtar Donetsk,3,3,1,1,D
2019-20,2019-11-06,,Group C,Atalanta,Manchester City,1,1,0,1,D
2019-20,2019-11-26,21:00,Group C,Manchester City,Shakhtar Donetsk,1,1,0,0,D
2019-20,2019-11-26,,Group C,Atalanta,Dinamo Zagreb,2,0,1,0,H
2019-20,2019-12-11,18:55,Group C,Shakhtar Donetsk,Atalanta,0,3,0,0,A
2019-20,2019-12-11,,Group C,Dinamo Zagreb,Manchester City,1,4,1,1,A
2019-20,2019-09-18,21:00,Group D,Atlético Madrid,Juventus,2,2,0,0,D
2019-20,2019-09-18,,Group D,Bayer Leverkusen,Lokomotiv Moskva,1,2,1,2,A
2019-20,2019-10-01,21:00,Group D,Juventus,Bayer Leverkusen,3,0,1,0,H
2019-20,2019-10-01,,Group D,Lokomotiv Moskva,Atlético Madrid,0,2,0,0,A
2019-20,2019-10-22,18:55,Group D,Atlético Madrid,Bayer Leverkusen,1,0,0,0,H
2019-20,2019-10-22,21:00,Group D,Juventus,Lokomotiv Moskva,2,1,0,1,H
2019-20,2019-11-06,18:55,Group D,Lokomotiv Moskva,Juventus,1,2,1,1,A
2019-20,2019-11-06,21:00,Group D,Bayer Leverkusen,Atlético Madrid,2,1,1,0,H
2019-20,2019-11-26,18:55,Group D,Lokomotiv Moskva,Bayer Leverkusen,0,2,0,1,A
2019-20,2019-11-26,21:00,Group D,Juventus,Atlético Madrid,1,0,1,0,H
2019-20,2019-12-11,21:00,Group D,Atlético Madrid,Lokomotiv Moskva,2,0,1,0,H
2019-20,2019-12-11,,Group D,Bayer Leverkusen,Juventus,0,2,0,0,A
2019-20,2019-09-17,21:00,Group E,SSC Napoli,Liverpool FC,2,0,0,0,H
2019-20,2019-09-17,,Group E,RB Salzburg,KRC Genk,6,2,5,1,H
2019-20,2019-10-02,18:55,Group E,KRC Genk,SSC Napoli,0,0,,,D
2019-20,2019-10-02,21:00,Group E,Liverpool FC,RB Salzburg,4,3,3,1,H
2019-20,2019-10-23,21:00,Group E,RB Salzburg,SSC Napoli,2,3,1,1,A
2019-20,2019-10-23,,Group E,KRC Genk,Liverpool FC,1,4,0,1,A
2019-20,2019-11-05,21:00,Group E,Liverpool FC,KRC Genk,2,1,1,1,H
2019-20,2019-11-05,,Group E,SSC Napoli,RB Salzburg,1,1,1,1,D
2019-20,2019-11-27,21:00,Group E,Liverpool FC,SSC Napoli,1,1,0,1,D
2019-20,2019-11-27,,Group E,KRC Genk,RB Salzburg,1,4,0,2,A
2019-20,2019-12-10,18:55,Group E,SSC Napoli,KRC Genk,4,0,3,0,H
2019-20,2019-12-10,,Group E,RB Salzburg,Liverpool FC,0,2,0,0,A
2019-20,2019-09-17,18:55,Group F,Inter,Slavia Praha,1,1,0,0,D
2019-20,2019-09-17,21:00,Group F,Borussia Dortmund,FC Barcelona,0,0,,,D
2019-20,2019-10-02,18:55,Group F,Slavia Praha,Borussia Dortmund,0,2,0,1,A
2019-20,2019-10-02,21:00,Group F,FC Barcelona,Inter,2,1,0,1,H
2019-20,2019-10-23,21:00,Group F,Inter,Borussia Dortmund,2,0,1,0,H
2019-20,2019-10-23,,Group F,Slavia Praha,FC Barcelona,1,2,0,1,A
2019-20,2019-11-05,18:55,Group F,FC Barcelona,Slavia Praha,0,0,,,D
2019-20,2019-11-05,21:00,Group F,Borussia Dortmund,Inter,3,2,0,2,H
2019-20,2019-11-27,21:00,Group F,FC Barcelona,Borussia Dortmund,3,1,2,0,H
2019-20,2019-11-27,,Group F,Slavia Praha,Inter,1,3,1,1,A
2019-20,2019-12-10,21:00,Group F,Borussia Dortmund,Slavia Praha,2,1,1,1,H
2019-20,2019-12-10,,Group F,Inter,FC Barcelona,1,2,1,1,A
2019-20,2019-09-17,18:55,Group G,Olympique Lyonnais,Zenit St. Petersburg,1,1,0,1,D
2019-20,2019-09-17,21:00,Group G,SL Benfica,RB Leipzig,1,2,0,0,A
